COMMUNE_EQUIPEMENT,CODE_EQUIPEMENT_PERE,EQUIPEMENT_PERE,CODE_EQUIPEMENT,EQUIPEMENT,CD_TYPE_EQUIPEMENT,TYPE_EQUIPEMENT,DATE_MAJ_EQUIPEMENT,ACTIVITE_PRATIQUE,NUM_DE_RUE,ADRESSE,CODE_POSTAL,GESTIONNAIRE,PROPRIETAIRE,ACCES_PMR,NATURE_DU_SOL,TYPE_ECLAIRAGE,LONGUEUR,LARGEUR,HAUTEUR,PROFONDEUR_MIN,PROFONDEUR_MAX,NB_VEST_ARBITRES_EQUIPEMENT,NB_DOUCHES_EQUIPEMENT,NB_PLACE_TRIBUNE_EQUIPEMENT,NB_TRIBUNES_EQUIPEMENT,NB_VEST_JEUNES_EQUIPEMENT,CAPACITE_DEBOUT_EQUIPEMENT,CAPACITE_TOTAL_EQUIPEMENT,NB_UNITE_EQUIPEMENT,UNITES_EQUIPEMENT,LONGITUDE,LATITUDE
LES BILLAUX                           ,8528,Tennis et boulodrome,2690,Terrain de pétanque,215,"Terrain de pétanque",25-09-2009,,,"CHEMIN RURAL N° 6",33500,Commune,Commune,,"Gravier","Non éclairé",22,5,,,,,,,,,,,,,-0.23594403,44.953136
LES BILLAUX                           ,,,8078,Stade Municipal,20,"Terrain de sport et plaine de jeux",,,,"LE BOURG CHEMIN DES PAINS BÉNIS",33500,Commune,Commune,,,,,,,,,,,,,,,,,,,
LES BILLAUX                           ,,,8528,Tennis et boulodrome,20,"Terrain de sport et plaine de jeux",,,,"CHEMIN RURAL N° 6",33500,Commune,Commune,,,,,,,,,,,,,,,,,,,
LES ARTIGUES DE LUSSAC                ,,,9017,Domaine Public LES ARTIGUES-DE-LUSSAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES ARTIGUES DE LUSSAC                ,8604,Aérodrome,2601,Aérodrome : piste en herbe,418,"Aérodrome",01-10-2009,,,"LIEU DIT VACHES MORTES",33570,Commune,Commune,,"Prairie","Entrainement",1100,20,,,,,,,,,,,,,-0.13931502,44.981346
LES ARTIGUES DE LUSSAC                ,8604,Aérodrome,2602,Aérodrome : piste en dur,418,"Aérodrome",01-10-2009,,,"LIEU DIT VACHES MORTES",33570,Commune,Commune,,"Bitumineux","Entrainement",1100,60,,,,,,,,,,,,,-0.13984118,44.981487
LES ARTIGUES DE LUSSAC                ,,,8605,Complexe sportif,80,"Complexe Sportif",,,,"LE BOURG",33570,Commune,Commune,,,,,,,,,,,,,,,,,,,
LES ARTIGUES DE LUSSAC                ,8605,Complexe sportif,2598,Court de tennis,201,"Court de tennis",01-10-2009,,,"LE BOURG",33570,Commune,Commune,,"Béton","Entrainement",35,17,,,,,,,,,,,,,-0.13729092,44.97431
LES ARTIGUES DE LUSSAC                ,8604,Aérodrome,2597,Piste de grass track,428,"Piste Grass Track",01-10-2009,,,"LIEU DIT VACHES MORTES",33570,Commune,Commune,,"Gravier","Compétition",600,17,,,,,,,,,,,,,-0.14155515,44.98211
LES ARTIGUES DE LUSSAC                ,8604,Aérodrome,2600,Piste de Modélisme,422,"Piste de Modélisme",01-10-2009,,,"LIEU DIT VACHES MORTES",33570,Commune,Commune,,"Sol naturel","Non éclairé",79,23,,,,,,,,,,,,,-0.13765506,44.981087
LES ARTIGUES DE LUSSAC                ,8605,Complexe sportif,2595,Plateau polyvalent,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LE BOURG",33570,Commune,Commune,,"Bitumineux","Non éclairé",44,30,,,,,,,,,,,,,-0.13767222,44.974617
LES ARTIGUES DE LUSSAC                ,8605,Complexe sportif,2605,Salle de réunion,514,"Salle de réunion",01-10-2009,,,"LE BOURG",33570,Commune,Commune,,"Carrelage","Compétition",9,5,4,,,,,,,,,,,,-0.13760158,44.974167
LES ARTIGUES DE LUSSAC                ,8605,Complexe sportif,2604,Salle des fêtes,508,"Salle des fêtes",01-10-2009,,,"LE BOURG",33570,Commune,Commune,,"Synthétique","Compétition",30,15,4,,,,2,,,2,,,,,-0.13748202,44.974045
LES ARTIGUES DE LUSSAC                ,,,8604,Aérodrome,40,"Surface destinée aux activités physiques (dont plan d'eau)",,,,"LIEU DIT VACHES MORTES",33570,Commune,Commune,,,,,,,,,,,,,,,,,,,
LES ARTIGUES DE LUSSAC                ,2598,Court de tennis,10356,Tennis couvert,103,"Tennis couvert",19-04-2012,,,"LE BOURG",33570,Commune,Commune,,,"Entrainement",36,18,,,,,,,,,,,,,,
LES ARTIGUES DE LUSSAC                ,8605,Complexe sportif,2594,Terrain de football,200,"Terrain de football",01-10-2009,,,"LE BOURG",33570,Commune,Commune,,"Pelouse","Entrainement",100,60,,,,2,2,,,2,,,,,-0.13802893,44.9738
LES ARTIGUES DE LUSSAC                ,8605,Complexe sportif,2596,Terrain de pétanque,215,"Terrain de pétanque",01-10-2009,,,"LE BOURG",33570,Commune,Commune,,"Gravier","Non éclairé",71,15,,,,,,,,,,,,,-0.13872945,44.973587
LERM ET MUSSET                        ,8767,"Les Cureaux",3326,Court de tennis,201,"Court de tennis",21-09-2009,,,"LIEU DIT LES CUREAUX",33840,Commune,Commune,,"Synthétique","Non éclairé",34,17,,,,,,,,,,,,,-0.16399099,44.3315
LERM ET MUSSET                        ,,,3325,Salle des fêtes,507,"Foyer rural",21-09-2009,,,"LIEU DIT LE FOIRAIL",33840,Commune,Commune,,"Parquet","Entrainement",15,7,3,,,,,,,,,,,,,
LERM ET MUSSET                        ,8767,"Les Cureaux",3327,Fronton  tennis,223,"Fronton ou mur d'entrainement tennis",21-09-2009,,,"LIEU DIT LES CUREAUX",33840,Commune,Commune,,"Béton","Non éclairé",10,6,3,,,,,,,,,,,,-0.1639071,44.331303
LERM ET MUSSET                        ,,,3329,Salle polyvalente,508,"Salle des fêtes",21-09-2009,,,"LIEU DIT LE FOIRAIL",33840,Commune,Commune,,"Carrelage","Entrainement",22,12,2,,,,,,,,,,,,,
LERM ET MUSSET                        ,8767,"Les Cureaux",3328,Terrain de rugby,216,"Terrain de rugby",21-09-2009,,,"LIEU DIT LES CUREAUX",33840,Commune,Commune,,"Prairie","Non éclairé",98,74,,,,,1,,,2,,,,,-0.16483065,44.330933
LERM ET MUSSET                        ,,,8767,"Les Cureaux",20,"Terrain de sport et plaine de jeux",,,,"LIEU DIT LES CUREAUX",33840,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,,,9042,Domaine Public LEOGNAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,8008,Piste d'aérodrome,3741,Aérodrome piste en dur,418,"Aérodrome",26-08-2009,,,"AV. DE MONT DE MARSAN",33850,CDC DE MONTESQUIEU,CDC DE MONTESQUIEU,,"Bitumineux","Non éclairé",800,20,,,,,,,,,,,,,-0.59617865,44.700344
LEOGNAN                               ,8008,Piste d'aérodrome,3742,Aérodrome piste en herbe,418,"Aérodrome",26-08-2009,,,"AV. DE MONT DE MARSAN",33850,CDC DE MONTESQUIEU,CDC DE MONTESQUIEU,,"Gazon","Non éclairé",785,80,,,,,,,,,,,,,-0.5957624,44.698177
LEOGNAN                               ,,,8614,Stade Ourcade,80,"Complexe Sportif",,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,8007,Tennis Club Grand air,3747,Court de tennis n°1,201,"Court de tennis",26-08-2009,,,"CHEMIN DE SAUBATE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton poreux (Quick)","Entrainement",36,17,,,,,2,,,2,,,,,-0.5752936,44.722183
LEOGNAN                               ,8007,Tennis Club Grand air,3748,Court de tennis n°2,201,"Court de tennis",26-08-2009,,,"CHEMIN DE SAUBATE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton poreux (Quick)","Entrainement",36,17,,,,,,,,,,,,,-0.57472163,44.722595
LEOGNAN                               ,8007,Tennis Club Grand air,3750,Court de tennis n°4,201,"Court de tennis",08-08-2011,,,"CHEMIN DE SAUBATE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton poreux (Quick)","Entrainement",36,17,,,,,,,,,,,,,-0.57553595,44.72223
LEOGNAN                               ,8614,Stade Ourcade,3746,Court de tennis n°4,201,"Court de tennis",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",36,18,,,,,,,,,,,,,-0.58788985,44.73543
LEOGNAN                               ,8007,Tennis Club Grand air,3749,Court de tennis n°3,201,"Court de tennis",08-08-2011,,,"CHEMIN DE SAUBATE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton poreux (Quick)","Entrainement",36,17,,,,,,,,,,,,,-0.57505125,44.722134
LEOGNAN                               ,8614,Stade Ourcade,3743,Court de tennis n°1,201,"Court de tennis",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",36,18,,,,,2,,,,,,,,-0.58771604,44.735245
LEOGNAN                               ,8614,Stade Ourcade,3744,Court de tennis n°2,201,"Court de tennis",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",36,18,,,,,,,,,,,,,-0.5882704,44.73522
LEOGNAN                               ,8614,Stade Ourcade,3745,Court de tennis n°3,201,"Court de tennis",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",36,18,,,,,,,,,,,,,-0.58803403,44.735046
LEOGNAN                               ,8614,Stade Ourcade,10304,Espace multisports,420,"Equipement de proximité",12-08-2011,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Pelouse","Non éclairé",24,13,,,,,,,,,,,,,,
LEOGNAN                               ,,,10359,City Stade,420,"Equipement de proximité",25-05-2012,,,"RUE EMILE ZOLA",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Non éclairé",35,20,,,,,,,,,,,,,,
LEOGNAN                               ,,,8195,Collège F. Mauriac,90,"Etablissement scolaire",,,,"RUE DE LA FERME DE RICHEMONT",33850,Département,Département,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,,,3762,Foyer Communal,507,"Foyer rural",26-08-2009,,,"RUE LOUISE MICHEL",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Carrelage","Entrainement",22,20,3,,,,,,,,,,,,,
LEOGNAN                               ,,,8612,Salles polyvalentes Ancienne mairie,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"1 PLACE JOANE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,8612,Salles polyvalentes Ancienne mairie,3763,Maison des Associations,510,"Maison des Associations",26-08-2009,,,"1 PLACE JOANE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Entrainement",26,10,3,,,,,,,,,,,,,
LEOGNAN                               ,8613,Lac Bleu,7683,Maison des Associations,510,"Maison des Associations",26-08-2009,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",8,6,3,,,,,,,,,,,,,
LEOGNAN                               ,8614,Stade Ourcade,7718,Parcours d'orientation,419,"Parcours d'orientation",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Sol naturel","Non éclairé",,,,,,,,,,,,,,,,
LEOGNAN                               ,8613,Lac Bleu,3736,Circuit athlétique n°1,407,"Parcours santé ou C.R.A.P.A",26-08-2009,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Sol stabilisé (cendré ou gravé)","Non éclairé",1000,1,,,,,,,,,,,,,-0.622378,44.723312
LEOGNAN                               ,8613,Lac Bleu,3733,Parcours santé ,407,"Parcours santé ou C.R.A.P.A",26-08-2009,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Sol naturel","Non éclairé",5000,1,,,,,,,,,,,,,-0.62279826,44.72338
LEOGNAN                               ,8613,Lac Bleu,3737,Circuit athlétique n°2,407,"Parcours santé ou C.R.A.P.A",26-08-2009,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Sol stabilisé (cendré ou gravé)","Non éclairé",2000,1,,,,,,,,,,,,,-0.6226097,44.723396
LEOGNAN                               ,8613,Lac Bleu,3738,Circuit athlétique n°3,407,"Parcours santé ou C.R.A.P.A",26-08-2009,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Sol stabilisé (cendré ou gravé)","Non éclairé",3000,1,,,,,,,,,,,,,-0.6220438,44.72344
LEOGNAN                               ,8615,Stade du Bourg,3735,Piste circulaire d'athlétisme,810,"Piste circulaire d'athlétisme",26-08-2009,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Entrainement",400,6,,,,,,,,,,,6,couloirs,-0.59998894,44.72681
LEOGNAN                               ,,,3740,Piste d' Aéromodélisme,422,"Piste de Modélisme",26-08-2009,,,"AVENUE DE MONT DE MARSAN",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Bitumineux","Non éclairé",88,6,,,,,,,,,,,,,-0.59300363,44.695614
LEOGNAN                               ,8615,Stade du Bourg,3730,Skate Parc,408,"Piste de skate board, Skate Parc",26-08-2009,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Bitumineux","Entrainement",40,20,,,,,,,,,,,,,-0.6000654,44.72658
LEOGNAN                               ,,,3725,Plateau sportif du collège,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",26-08-2009,,,"AV. DE CADAUJAC",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Bitumineux","Non éclairé",37,19,,,,,,,,,,,,,-0.59064883,44.73048
LEOGNAN                               ,,,3761,Salle de lutte G. Bayles,110,"Salle d'art martiaux / Dojo",26-08-2009,,,"LIEU DIT LE LUXEAU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",11,10,3,,,,2,,,,,,,,-0.5999315,44.73149
LEOGNAN                               ,8614,Stade Ourcade,3759,Dojo,110,"Salle d'art martiaux / Dojo",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Entrainement",16,16,3,,,1,2,,,2,,,,,-0.5892305,44.73644
LEOGNAN                               ,,,8006,Gymnase N. Paillou,10,"Salle d'éducation physique et sportive (ou complexe sportif si couvert)",,,,"AV. DE CADAUJAC",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,,,7709,Salle de danse (Préfabriqué 3),114,"Salle de danse",26-08-2009,,,"AVENUE DE CADAUJAC (FACE MAIRIE)",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Parquet","Entrainement",14,7,2,,,,,,,,,,,,,
LEOGNAN                               ,8612,Salles polyvalentes Ancienne mairie,3760,Salle de danse,114,"Salle de danse",26-08-2009,,,"1 PLACE JOANE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Parquet","Entrainement",13,10,3,,,,1,,,1,,,,,-0.5996819,44.71662
LEOGNAN                               ,8006,Gymnase N. Paillou,3753,Salle de gymnastique,111,"Salle de gymnastique",26-08-2009,,,"AV. DE CADAUJAC",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Entrainement",15,8,5,,,,,,,,,,,,-0.5909071,44.730587
LEOGNAN                               ,8614,Stade Ourcade,7708,Salle de musculation ,112,"Salle de musculation (et salle d'haltérophilie)",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Béton","Entrainement",9,8,2,,,1,2,,,2,,,,,,
LEOGNAN                               ,8006,Gymnase N. Paillou,3752,Gymnase,101,"Salle de sport / Gymnase/Salle Omnisports",26-08-2009,,,"AV. DE CADAUJAC",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Compétition",40,23,7,,,2,7,150,1,4,,,,,-0.59068674,44.73072
LEOGNAN                               ,,,3754,Halles de Gascogne,500,"Salle polyvalente (sport+socioculturelle)",26-08-2009,,,"RUE LOUISE MICHEL",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Résine","Compétition",32,28,,,,1,4,,,2,,,,,-0.6056354,44.74513
LEOGNAN                               ,8612,Salles polyvalentes Ancienne mairie,3756,Salle polyvalente ,500,"Salle polyvalente (sport+socioculturelle)",26-08-2009,,,"1 PLACE JOANE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Carrelage","Entrainement",24,9,3,,,,,,,,,,,,-0.5892373,44.724728
LEOGNAN                               ,8195,Collège F. Mauriac,3731,Sautoir en longueur,814,"Sautoir en longueur et X3 sauts",23-07-2009,,,"RUE DE LA FERME DE RICHEMONT",33850,Département,Département,,"Sol stabilisé (cendré ou gravé)","Non éclairé",29,6,,,,,,,,,,,,,-0.5906407,44.730083
LEOGNAN                               ,8615,Stade du Bourg,3734,Sautoir en longueur (double),814,"Sautoir en longueur et X3 sauts",26-08-2009,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Entrainement",90,2,,,,,4,,,2,,,,,-0.5999176,44.727856
LEOGNAN                               ,8614,Stade Ourcade,3726,Stand de tir à l'arc agréé,213,"Stand de tir à l'arc agréé",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Sol naturel","Non éclairé",70,26,,,,,,,,,,,,,-0.5885609,44.73667
LEOGNAN                               ,,,8008,Piste d'aérodrome,40,"Surface destinée aux activités physiques (dont plan d'eau)",,,,"AV. DE MONT DE MARSAN",33850,CDC DE MONTESQUIEU,CDC DE MONTESQUIEU,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,,,8613,Lac Bleu,40,"Surface destinée aux activités physiques (dont plan d'eau)",,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,8007,Tennis Club Grand air,7540,Tennis couvert n°1,103,"Tennis couvert",26-08-2009,,,"CHEMIN DE SAUBATE",33850,PP,PP,,"Terre battue","Entrainement",36,18,9,,,,,,,,,,,,,
LEOGNAN                               ,8007,Tennis Club Grand air,7541,Tennis couvert n°2,103,"Tennis couvert",26-08-2009,,,"CHEMIN DE SAUBATE",33850,PP,PP,,"Terre battue","Entrainement",36,18,9,,,,,,,,,,,,,
LEOGNAN                               ,8614,Stade Ourcade,3757,Tennis couvert n°1,103,"Tennis couvert",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Compétition",36,18,10,,,,,,,,,,,,-0.58858687,44.736202
LEOGNAN                               ,8614,Stade Ourcade,3758,Tennis couvert n°2,103,"Tennis couvert",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Synthétique","Compétition",36,18,10,,,,,,,,,,,,-0.58867145,44.736374
LEOGNAN                               ,8615,Stade du Bourg,3719,Terrain de football honneur,200,"Terrain de football",26-08-2009,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Pelouse","Non éclairé",102,66,,,,2,2,450,1,2,,,,,-0.5994947,44.727257
LEOGNAN                               ,8615,Stade du Bourg,3720,Terrain de football annexe 1,200,"Terrain de football",26-08-2009,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Pelouse","Entrainement",88,50,,,,,2,,,3,,,,,-0.5985271,44.7271
LEOGNAN                               ,8615,Stade du Bourg,3721,Petit Terrain de football,200,"Terrain de football",26-08-2009,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Pelouse","Entrainement",55,41,,,,,,,,4,,,,,-0.5988003,44.72629
LEOGNAN                               ,,,3729,Boulodrome de la mairie,215,"Terrain de pétanque",26-08-2009,,,"PLACE DE LA MAIRIE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Calcaire","Entrainement",36,33,,,,,,,,,,,,,-0.59731144,44.727753
LEOGNAN                               ,8613,Lac Bleu,3728,Terrain de pétanque,215,"Terrain de pétanque",26-08-2009,,,"LIEU-DIT LAC BLEU",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Calcaire","Non éclairé",19,19,,,,,,,,,,,,,-0.6218233,44.723328
LEOGNAN                               ,8614,Stade Ourcade,3722,Terrain de rugby honneur,216,"Terrain de rugby",26-08-2009,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Pelouse","Entrainement",96,64,,,,1,4,420,1,3,,,,,-0.5889563,44.734573
LEOGNAN                               ,8614,Stade Ourcade,3723,Terrain de rugby annexe,216,"Terrain de rugby",25-05-2012,,,"AVENUE DE LA DURAGNE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Pelouse","Non éclairé",95,65,,,,,,,,,,,,,-0.5894082,44.735733
LEOGNAN                               ,,,8007,Tennis Club Grand air,20,"Terrain de sport et plaine de jeux",,,,"CHEMIN DE SAUBATE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,,,8615,Stade du Bourg,20,"Terrain de sport et plaine de jeux",,,,"PLACE ALLENDE",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,,,,,,,,,,,,,,,,,,
LEOGNAN                               ,,,10157,Vestiaires du stade du Bourg,802,"Vestiaires joueurs",10-01-2011,,,"STADE DU BOURG",33850,COMMUNE DE LEOGNAN,COMMUNE DE LEOGNAN,,"Carrelage","Normal",33,7,4,,,,,,,3,,,,,,
LEOGEATS                              ,8750,Tennis,3239,Court de tennis,201,"Court de tennis",11-08-2009,,,"PLACE DU BOURG",33210,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-0.3650905,44.512096
LEOGEATS                              ,,,9820,Cty Stade,420,"Equipement de proximité",11-08-2009,,,,33210,COMMUNE DE LEOGEATS,COMMUNE DE LEOGEATS,,,"Non éclairé",,,,,,,,,,,,,,,,
LEOGEATS                              ,8750,Tennis,3240,Fronton tennis,223,"Fronton ou mur d'entrainement tennis",11-08-2009,,,"PLACE DU BOURG",33210,Commune,Commune,,"Béton","Non éclairé",18,8,3,,,,,,,,,,,,-0.36499995,44.512306
LEOGEATS                              ,,,3241,Salle polyvalente,500,"Salle polyvalente (sport+socioculturelle)",11-08-2009,,,"PLACE DU BOURG",33210,Commune,Commune,,"Parquet","Entrainement",13,13,5,,,,2,,,,,,,,-0.3612238,44.508564
LEOGEATS                              ,,,8750,Tennis,20,"Terrain de sport et plaine de jeux",,,,"PLACE DU BOURG",33210,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,8951,Domaine Public LEGE-CAP-FERRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,405,Baignade  aménagée du Grand Crohot ,320,"Baignade Aménagée",14-09-2009,,," CAP FERRET",33950,Commune,Commune,,"Sable","Non éclairé",50,21,,,,,,,,,,,,,-1.2378204,44.79676
LEGE CAP FERRET                       ,,,402,Baignade  aménagée du Truc vert ,320,"Baignade Aménagée",14-09-2009,,,"CAP FERRET",33950,Commune,Commune,,"Sable","Non éclairé",50,21,,,,,,,,,,,,,-1.251392,44.721138
LEGE CAP FERRET                       ,,,406,Baignade  aménagée de l' Horizon ,320,"Baignade Aménagée",14-09-2009,,,"CAP FERRET",33950,Commune,Commune,,"Sable","Non éclairé",50,21,,,,,,,,,,,,,-1.2587067,44.669464
LEGE CAP FERRET                       ,,,9487,Cercle Nautique du cap ferret,421,"Base nautique/Voile/Kayak/Aviron",14-09-2009,,,"BVD DE LA PLAGE",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,"Béton","Entrainement",12,6,2,,,,2,,,2,,,,,,
LEGE CAP FERRET                       ,,,160,Club de voile de Claouey,421,"Base nautique/Voile/Kayak/Aviron",14-09-2009,,,"PLACE TABARLY",33950,Commune,Commune,,"Béton","Entrainement",16,11,2,,,,2,,,2,,,,,-1.1772574,44.74394
LEGE CAP FERRET                       ,,,7630,Maison de la Glisse,421,"Base nautique/Voile/Kayak/Aviron",14-09-2009,,,"GRAND CROHOT",33950,Commune,Commune,,"Carrelage","Entrainement",18,14,5,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8804,Site du Petit Piquey,130,Centre équestre avec carrière,402,"Centre équestre avec carrière",14-09-2009,,,"LIEU DIT LA DUNE BLANCHE",33950,Commune,Commune,,"Sable","Compétition",80,60,,,,,,,,,,,,,-1.2201551,44.725792
LEGE CAP FERRET                       ,8804,Site du Petit Piquey,131,Centre équestre avec carrière,402,"Centre équestre avec carrière",14-09-2009,,,"LIEU DIT LA DUNE BLANCHE",33950,Commune,Commune,,"Sable","Non éclairé",60,20,,,,,,,,,,,,,-1.2210673,44.724842
LEGE CAP FERRET                       ,8804,Site du Petit Piquey,129,Centre équestre avec manège,401,"Centre équestre avec manège",14-09-2009,,,"LIEU DIT LA DUNE BLANCHE",33950,Commune,Commune,,"Sable","Entrainement",40,20,5,,,,,,,,,,,,-1.2195504,44.72482
LEGE CAP FERRET                       ,,,8798,Salle des sports,80,"Complexe Sportif",,,,"AVENUE DE LA MAIRIE",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,8800,Tennis du Trinquet,80,"Complexe Sportif",,,,"MILLE CLUB CLAOUEY",33950,Commune,Commune,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,,,9228,Complexe Athlétique,80,"Complexe Sportif",,,,"AVENUE DU CHATEAU D'EAU",33950,COMMUNE DE LEGE CAP FERRET,COMMUNE DE LEGE CAP FERRET,,,,,,,,,,,,,,,,,,,
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,144,Court de tennis n°9,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-1.1835709,44.750923
LEGE CAP FERRET                       ,8802,Tennis Club de Claouey,146,Court de tennis n°10,201,"Court de tennis",14-09-2009,,,"AVENUE EDOUARD BRANLY",33950,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-1.1858773,44.75003
