COMMUNE_EQUIPEMENT,CODE_EQUIPEMENT_PERE,EQUIPEMENT_PERE,CODE_EQUIPEMENT,EQUIPEMENT,CD_TYPE_EQUIPEMENT,TYPE_EQUIPEMENT,DATE_MAJ_EQUIPEMENT,ACTIVITE_PRATIQUE,NUM_DE_RUE,ADRESSE,CODE_POSTAL,GESTIONNAIRE,PROPRIETAIRE,ACCES_PMR,NATURE_DU_SOL,TYPE_ECLAIRAGE,LONGUEUR,LARGEUR,HAUTEUR,PROFONDEUR_MIN,PROFONDEUR_MAX,NB_VEST_ARBITRES_EQUIPEMENT,NB_DOUCHES_EQUIPEMENT,NB_PLACE_TRIBUNE_EQUIPEMENT,NB_TRIBUNES_EQUIPEMENT,NB_VEST_JEUNES_EQUIPEMENT,CAPACITE_DEBOUT_EQUIPEMENT,CAPACITE_TOTAL_EQUIPEMENT,NB_UNITE_EQUIPEMENT,UNITES_EQUIPEMENT,LONGITUDE,LATITUDE
ST MEDARD DE GUIZIERES                ,8119,Ecole Jeanne d'Arc,2336,Plateau polyvalent ,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"RUE DE BELFORT",33230,Commune,Commune,,"Synthétique","Non éclairé",43,24,,,,,,,,,,,,,-0.0604109,45.014454
ST MEDARD DE GUIZIERES                ,8117,Centre de loisirs,2346,Salle d'activitésdu CLSH,503,"Salle d'activités (musique par ex.)",01-10-2009,,,"IMPASSE DU CHÂTEAU D'EAU",33230,Commune,Commune,,"Carrelage","Entrainement",10,7,3,,,,,,,,,,,,-0.05710136,45.017452
ST MEDARD DE GUIZIERES                ,8117,Centre de loisirs,2351,Salle d'art martiaux,110,"Salle d'art martiaux / Dojo",01-10-2009,,,"IMPASSE DU CHÂTEAU D'EAU",33230,Commune,Commune,,"Synthétique","Entrainement",17,7,3,,,,3,,,3,,,,,-0.05683702,45.017204
ST MEDARD DE GUIZIERES                ,,,8119,Ecole Jeanne d'Arc,10,"Salle d'éducation physique et sportive (ou complexe sportif si couvert)",,,,"RUE DE BELFORT",33230,Commune,Commune,,,,,,,,,,,,,,,,,,,
ST MEDARD DE GUIZIERES                ,8119,Ecole Jeanne d'Arc,2352,Salle de gymnastique,111,"Salle de gymnastique",01-10-2009,,,"RUE DE BELFORT",33230,Commune,Commune,,"Synthétique","Entrainement",19,12,5,,,,,,,,,,,,-0.0600232,45.013996
ST MEDARD DE GUIZIERES                ,,,2348,Salle Germain Marty,508,"Salle des fêtes",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Carrelage","Entrainement",9,9,2,,,,,,,,,,,,-0.05679741,45.018646
ST MEDARD DE GUIZIERES                ,,,2356,Salle des Fêtes,508,"Salle des fêtes",01-10-2009,,,"PLACE DES ECOLES",33230,Commune,Commune,,"Synthétique","Entrainement",30,12,7,,,,,,,2,,,,,-0.05486913,45.017178
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,10345,Piste d'athlétisme,206,"Site d'athlétisme",16-03-2012,,,"RUE W. JAUBERT",33230,COMMUNE DE SAINT MEDARD GUIZIERES,COMMUNE DE SAINT MEDARD GUIZIERES,,"Enrobé poreux","Non éclairé",170,6,,,,,,,,,,,,,,
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2345,Stand de tir ball trap,214,"Stand de tir",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Prairie","Non éclairé",75,55,,,,,,,,,,,,,-0.06209578,45.018524
ST MEDARD DE GUIZIERES                ,7941,Stade municipal,2331,Terrain de football honneur,200,"Terrain de football",01-10-2009,,,"AVENUE DU PARC DES SPORTS",33230,Commune,Commune,,"Pelouse","Compétition",105,67,,,,1,4,230,1,4,,,,,-0.05257087,45.012104
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2330,Terrain de football,200,"Terrain de football",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Pelouse","Entrainement",100,55,,,,1,2,,,2,,,,,-0.06126291,45.018333
ST MEDARD DE GUIZIERES                ,7941,Stade municipal,2332,Terrain de football annexe,200,"Terrain de football",01-10-2009,,,"AVENUE DU PARC DES SPORTS",33230,Commune,Commune,,"Pelouse","Entrainement",60,37,,,,,,,,,,,,,-0.05356675,45.01166
ST MEDARD DE GUIZIERES                ,8117,Centre de loisirs,2337,Terrain de pétanque,215,"Terrain de pétanque",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Gravier","Entrainement",72,25,,,,,,,,,,,,,-0.0574137,45.017635
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2338,Terrain de pétanque 1,215,"Terrain de pétanque",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Cendrée","Entrainement",27,17,,,,,,,,,,,,,-0.0570561,45.019352
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2339,Terrain de pétanque 2,215,"Terrain de pétanque",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Cendrée","Entrainement",28,20,,,,,,,,,,,,,-0.05711903,45.019043
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2340,Terrain de pétanque 3,215,"Terrain de pétanque",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Cendrée","Compétition",45,27,,,,,,,,,,,,,-0.05685373,45.01966
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2333,Terrain de rugby,216,"Terrain de rugby",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Pelouse","Entrainement",93,64,,,,1,1,120,1,1,,,,,-0.06001246,45.019352
ST MEDARD DE GUIZIERES                ,,,7941,Stade municipal,20,"Terrain de sport et plaine de jeux",,,,"AVENUE DU PARC DES SPORTS",33230,Commune,Commune,,,,,,,,,,,,,,,,,,,
ST MEDARD DE GUIZIERES                ,8121,Complexe sportif du Gua,2334,Terrain de volley ball,205,"Terrain de volley ball",01-10-2009,,,"RUE W. JAUBERT",33230,Commune,Commune,,"Calcaire","Non éclairé",20,18,,,,,,,,,,,,,-0.05809752,45.019375
ST MEDARD D EYRANS                    ,8644,Foyer des Jeunes,3789,Centre culturel,511,"Centre culturel",26-08-2009,,,"AVENUE DE LA GARE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Synthétique","Entrainement",7,12,2,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,,,8645,Terrains de jeux,80,"Complexe Sportif",,,,"PLACE DE LA LOI 1901",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,,,,,,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8645,Terrains de jeux,3783,Court de tennis n°1,201,"Court de tennis",26-08-2009,,,"PLACE DE LA LOI 1901",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-0.51243335,44.719074
ST MEDARD D EYRANS                    ,8645,Terrains de jeux,3784,Court de tennis n°2,201,"Court de tennis",26-08-2009,,,"PLACE DE LA LOI 1901",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-0.5126396,44.71916
ST MEDARD D EYRANS                    ,8644,Foyer des Jeunes,3786,Foyer de jeunes,Point Accueil Jeune,501,"Foyer de jeunes,Point Accueil Jeune",26-08-2009,,,"AVENUE DE LA GARE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Carrelage","Entrainement",11,7,3,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8645,Terrains de jeux,3785,Fronton tennis,223,"Fronton ou mur d'entrainement tennis",26-08-2009,,,"PLACE DE LA LOI 1901",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Béton","Non éclairé",12,7,3,,,,,,,,,,,,-0.5123196,44.71932
ST MEDARD D EYRANS                    ,,,8644,Foyer des Jeunes,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"AVENUE DE LA GARE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,,,,,,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8645,Terrains de jeux,3788,Maison des Associations,510,"Maison des Associations",26-08-2009,,,"PLACE DE LA LOI 1901",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Carrelage","Entrainement",16,8,2,,,,4,,,2,,,,,,
ST MEDARD D EYRANS                    ,8644,Foyer des Jeunes,3782,Skate Parc,408,"Piste de skate board, Skate Parc",26-08-2009,,,"AVENUE DE LA GARE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Bitumineux","Non éclairé",18,14,,,,,,,,,,,,,-0.50843984,44.717243
ST MEDARD D EYRANS                    ,,,3780,City Stade,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",26-08-2009,,,"AV. DU CORDON D'OR",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Synthétique","Non éclairé",23,17,,,,,,,,,,,,,-0.51051646,44.719357
ST MEDARD D EYRANS                    ,,,3787,Salle des Fêtes,508,"Salle des fêtes",26-08-2009,,,"PL. DU 11 NOVEMBRE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Parquet","Entrainement",15,10,4,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8003,Terrains de l'Ecole Primaire,3781,Terrain de basket,204,"Terrain de basket",26-08-2009,,,"AV. DU CORDON D'OR",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Bitumineux","Non éclairé",12,6,,,,,,,,,,,,,-0.5100129,44.719135
ST MEDARD D EYRANS                    ,8004,Stade Municipal,3775,Terrain de football honneur,200,"Terrain de football",26-08-2009,,,"LIEU DIT LA BUGONNE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Pelouse","Non éclairé",103,67,,,,2,4,388,1,4,,,,,-0.50833607,44.722652
ST MEDARD D EYRANS                    ,8004,Stade Municipal,3776,Terrain de football annexe,200,"Terrain de football",26-08-2009,,,"LIEU DIT LA BUGONNE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Pelouse","Entrainement",103,67,,,,,,,,,,,,,-0.507729,44.721886
ST MEDARD D EYRANS                    ,8004,Stade Municipal,3777,Terrain de football entrainement,200,"Terrain de football",26-08-2009,,,"LIEU DIT LA BUGONNE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Prairie","Entrainement",99,58,,,,,,,,,,,,,-0.5069693,44.72234
ST MEDARD D EYRANS                    ,8645,Terrains de jeux,3779,Terrain de pétanque,215,"Terrain de pétanque",26-08-2009,,,"PLACE DE LA LOI 1901",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Calcaire","Compétition",70,75,,,,,,,,,,,,,-0.51337785,44.71953
ST MEDARD D EYRANS                    ,,,3778,Terrain de rugby,216,"Terrain de rugby",26-08-2009,,,"AV. DU SABLE D'EXPERT",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Prairie","Entrainement",90,60,,,,,2,,,2,,,,,-0.50410813,44.71272
ST MEDARD D EYRANS                    ,,,8003,Terrains de l'Ecole Primaire,20,"Terrain de sport et plaine de jeux",,,,"AV. DU CORDON D'OR",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,,,,,,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,,,8004,Stade Municipal,20,"Terrain de sport et plaine de jeux",,,,"LIEU DIT LA BUGONNE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,,,,,,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8003,Terrains de l'Ecole Primaire,7706,Terrain de volley ball,205,"Terrain de volley ball",26-08-2009,,,"AV. DU CORDON D'OR",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Prairie","Non éclairé",12,6,,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8003,Terrains de l'Ecole Primaire,7707,Terrain de volley ball,205,"Terrain de volley ball",26-08-2009,,,"AV. DU CORDON D'OR",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Prairie","Non éclairé",12,6,,,,,,,,,,,,,,
ST MEDARD D EYRANS                    ,8004,Stade Municipal,7705,Terrain ou plateau d'évolution ,220,"Terrain ou plateau d'évolution (stabilisé ou herbeux, diverses disciplines)",26-08-2009,,,"LIEU DIT LA BUGONNE",33650,COMMUNE DE SAINT MEDARD D'EYRANS,COMMUNE DE SAINT MEDARD D'EYRANS,,"Prairie","Non éclairé",60,25,,,,,,,,,,,,,,
ST MARTIN LACAUSSADE                  ,8295,Salle d'Activités culturelles,1784,Centre d'Animation,512,"Centre d'Animation",01-09-2009,,,"VOIE ROMAINE FACE À LA MAIRIE",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Carrelage","Entrainement",9,4,2,,,,,,,,,,,,-0.6445934,45.146088
ST MARTIN LACAUSSADE                  ,8295,Salle d'Activités culturelles,1785,Centre d'Animation,512,"Centre d'Animation",01-09-2009,,,"VOIE ROMAINE FACE À LA MAIRIE",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Carrelage","Entrainement",9,4,2,,,,,,,,,,,,-0.64454216,45.14608
ST MARTIN LACAUSSADE                  ,8295,Salle d'Activités culturelles,1786,Centre d'Animation,512,"Centre d'Animation",01-09-2009,,,"VOIE ROMAINE FACE À LA MAIRIE",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Carrelage","Entrainement",9,5,2,,,,,,,,,,,,-0.64453185,45.146126
ST MARTIN LACAUSSADE                  ,8295,Salle d'Activités culturelles,1787,Centre d'Animation,512,"Centre d'Animation",01-09-2009,,,"VOIE ROMAINE FACE À LA MAIRIE",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Carrelage","Entrainement",7,3,2,,,,,,,,,,,,-0.64453423,45.146168
ST MARTIN LACAUSSADE                  ,,,1779,Court de Tennis,201,"Court de tennis",01-09-2009,,,"DERRIÈRE LE GYMNASE PLACE J. Y. COUSTEAU",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-0.64620274,45.143127
ST MARTIN LACAUSSADE                  ,,,9851,City Stade,420,"Equipement de proximité",01-09-2009,,,"LE BOURG",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,,"Non éclairé",,,,,,,,,,,,,,,,
ST MARTIN LACAUSSADE                  ,,,1783,Maison du Terroir,507,"Foyer rural",01-09-2009,,,"CHEMIN DES LAURIERS",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Carrelage","Entrainement",12,6,2,,,,,,,,,,,,-0.6437591,45.145947
ST MARTIN LACAUSSADE                  ,,,8295,Salle d'Activités culturelles,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"VOIE ROMAINE FACE À LA MAIRIE",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,,,,,,,,,,,,,,,,,,
ST MARTIN LACAUSSADE                  ,,,8000,Salle Saint Martin,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"PLACE J. Y. COUSTEAU",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,,,,,,,,,,,,,,,,,,
ST MARTIN LACAUSSADE                  ,,,9852,Piste athlétisme circulaire,810,"Piste circulaire d'athlétisme",01-09-2009,,,,33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,,"Non éclairé",,,,,,,,,,,,,,,,
ST MARTIN LACAUSSADE                  ,8000,Salle Saint Martin,1782,Salle de danse,114,"Salle de danse",01-09-2009,,,"PLACE J. Y. COUSTEAU",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Parquet","Entrainement",12,8,3,,,,,,,,,,,,-0.64614725,45.143517
ST MARTIN LACAUSSADE                  ,8000,Salle Saint Martin,1781,Salle de réunion,514,"Salle de réunion",01-09-2009,,,"PLACE J. Y. COUSTEAU",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Synthétique","Entrainement",8,8,3,,,,,,,,,,,,-0.6464669,45.14331
ST MARTIN LACAUSSADE                  ,8000,Salle Saint Martin,1780,Salle des fêtes,508,"Salle des fêtes",01-09-2009,,,"PLACE J. Y. COUSTEAU",33390,COMMUNE DE SAINT MARTIN LACAUSSADE,COMMUNE DE SAINT MARTIN LACAUSSADE,,"Parquet","Entrainement",40,20,7,,,,2,,,4,,,,,-0.64633393,45.143436
ST MARTIN DU PUY                      ,8397,L'Hermitage,4741,Court de tennis,201,"Court de tennis",01-10-2009,,,"LE BOURG",33540,COMMUNE DE SAINT MARTIN DU PUY,COMMUNE DE SAINT MARTIN DU PUY,,"Béton poreux (Quick)","Entrainement",36,17,,,,,,,,,,,,,-0.02798274,44.67068
ST MARTIN DU PUY                      ,8397,L'Hermitage,4739,Plateau Sportif,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LE BOURG",33540,COMMUNE DE SAINT MARTIN DU PUY,COMMUNE DE SAINT MARTIN DU PUY,,"Bitumineux","Non éclairé",30,16,,,,,,,,,,,,,-0.02857211,44.670902
ST MARTIN DU PUY                      ,,,4742,Salle Multi activité,508,"Salle des fêtes",01-10-2009,,,"LE BOURG L'ERMITAGE",33540,COMMUNE DE SAINT MARTIN DU PUY,COMMUNE DE SAINT MARTIN DU PUY,,"Carrelage","Entrainement",16,15,6,,,,,,,,,,,,-0.02706819,44.670223
ST MARTIN DU PUY                      ,8397,L'Hermitage,4740,Boulodrome,215,"Terrain de pétanque",01-10-2009,,,"LE BOURG",33540,COMMUNE DE SAINT MARTIN DU PUY,COMMUNE DE SAINT MARTIN DU PUY,,"Sol stabilisé (cendré ou gravé)","Entrainement",36,33,,,,,,,,,,,,,-0.02678498,44.670086
ST MARTIN DU PUY                      ,,,8397,L'Hermitage,20,"Terrain de sport et plaine de jeux",,,,"LE BOURG",33540,COMMUNE DE SAINT MARTIN DU PUY,COMMUNE DE SAINT MARTIN DU PUY,,,,,,,,,,,,,,,,,,,
ST MARTIN DU BOIS                     ,8478,Complexe sportifs ,2536,Court de tennis,201,"Court de tennis",01-10-2009,,,"LIEU DIT MALHERBE SUD",33910,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-0.26350996,45.021637
ST MARTIN DU BOIS                     ,,,2537,Salle des Fêtes,508,"Salle des fêtes",01-10-2009,,,"LE BOURG",33910,Commune,Commune,,"Parquet","Entrainement",16,7,3,,,,,,,,,,,,-0.26497683,45.026417
ST MARTIN DU BOIS                     ,8478,Complexe sportifs ,2533,Terrain de football,200,"Terrain de football",01-10-2009,,,"LIEU DIT MALHERBE SUD",33910,Commune,Commune,,"Prairie","Non éclairé",70,45,,,,,,,,,,,,,-0.26391736,45.021393
ST MARTIN DU BOIS                     ,8478,Complexe sportifs ,2535,Terrain de pétanque,215,"Terrain de pétanque",01-10-2009,,,"LIEU DIT MALHERBE SUD",33910,Commune,Commune,,"Gravier","Entrainement",69,16,,,,,,,,,,,,,-0.26337785,45.02125
ST MARTIN DU BOIS                     ,,,8478,Complexe sportifs ,20,"Terrain de sport et plaine de jeux",,,,"LIEU DIT MALHERBE SUD",33910,Commune,Commune,,,,,,,,,,,,,,,,,,,
ST MARTIN DU BOIS                     ,,,2534,Plateau de l'Ecole communale,220,"Terrain ou plateau d'évolution (stabilisé ou herbeux, diverses disciplines)",01-10-2009,,,"LE BOURG",33910,Commune,Commune,,"Bitumineux","Non éclairé",12,11,,,,,,,,,,,,,-0.2631557,45.02601
ST MARTIN DE SESCAS                   ,,,7816,Salle Polyvalente,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"LE BOURG",33490,COMMUNE DE SAINT MARTIN DE SESCAS,COMMUNE DE SAINT MARTIN DE SESCAS,,,,,,,,,,,,,,,,,,,
ST MARTIN DE SESCAS                   ,7816,Salle Polyvalente,5688,Salle de billard,503,"Salle d'activités (musique par ex.)",23-09-2009,,,"LE BOURG",33490,COMMUNE DE SAINT MARTIN DE SESCAS,COMMUNE DE SAINT MARTIN DE SESCAS,,"Carrelage","Entrainement",12,5,2,,,,,,,,,,,,-0.16224992,44.575897
ST MARTIN DE SESCAS                   ,7816,Salle Polyvalente,5687,Salle des fêtes,508,"Salle des fêtes",23-09-2009,,,"LE BOURG",33490,COMMUNE DE SAINT MARTIN DE SESCAS,COMMUNE DE SAINT MARTIN DE SESCAS,,"Carrelage","Entrainement",16,8,5,,,,,,,,,,,,-0.16247669,44.5759
ST MARTIN DE SESCAS                   ,8374,Stade Municipal,5685,Terrain de football,200,"Terrain de football",23-09-2009,,,"VOIE COMMUNE DE L'EGLISE",33490,COMMUNE DE SAINT MARTIN DE SESCAS,COMMUNE DE SAINT MARTIN DE SESCAS,,"Pelouse","Entrainement",91,55,,,,,,,,,,,,,-0.16455948,44.57716
ST MARTIN DE SESCAS                   ,8374,Stade Municipal,5686,Terrain de pétanque,215,"Terrain de pétanque",23-09-2009,,,"VOIE COMMUNE DE L'EGLISE",33490,COMMUNE DE SAINT MARTIN DE SESCAS,COMMUNE DE SAINT MARTIN DE SESCAS,,"Sol stabilisé (cendré ou gravé)","Entrainement",49,42,,,,,,,,,,,,,-0.1644178,44.57596
ST MARTIN DE SESCAS                   ,,,8374,Stade Municipal,20,"Terrain de sport et plaine de jeux",,,,"VOIE COMMUNE DE L'EGLISE",33490,COMMUNE DE SAINT MARTIN DE SESCAS,COMMUNE DE SAINT MARTIN DE SESCAS,,,,,,,,,,,,,,,,,,,
ST MARTIN DE LERM                     ,,,4731,Salle Polyvalente des Fêtes,508,"Salle des fêtes",12-10-2009,,,"LE BOURG",33540,COMMUNE DE SAINT MARTIN DE LERM,COMMUNE DE SAINT MARTIN DE LERM,,"Carrelage","Entrainement",14,9,2,,,,,,,,,,,,-0.04161533,44.64784
ST MARTIN DE LAYE                     ,,,2877,Court de Tennis,201,"Court de tennis",01-10-2009,,,"LE BOURG",33910,COMMUNE DE SAINT MARTIN DE LAYE,COMMUNE DE SAINT MARTIN DE LAYE,,"Béton poreux (Quick)","Non éclairé",35,16,,,,,,,,,,,,,-0.2218066,45.036736
ST MARTIN DE LAYE                     ,,,8065,Salle des Fêtes,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"LE BOURG",33910,COMMUNE DE SAINT MARTIN DE LAYE,COMMUNE DE SAINT MARTIN DE LAYE,,,,,,,,,,,,,,,,,,,
ST MARTIN DE LAYE                     ,8065,Salle des Fêtes,2879,Grande Salle des fêtes ,508,"Salle des fêtes",01-10-2009,,,"LE BOURG",33910,COMMUNE DE SAINT MARTIN DE LAYE,COMMUNE DE SAINT MARTIN DE LAYE,,"Carrelage","Entrainement",21,11,3,,,,,,,,,,,,-0.22058617,45.036972
ST MARTIN DE LAYE                     ,8065,Salle des Fêtes,2880,Salle Annexe des fêtes,508,"Salle des fêtes",01-10-2009,,,"LE BOURG",33910,COMMUNE DE SAINT MARTIN DE LAYE,COMMUNE DE SAINT MARTIN DE LAYE,,"Carrelage","Entrainement",9,7,3,,,,,,,,,,,,-0.22040781,45.036957
ST MARTIN DE LAYE                     ,,,2876,Boulodrome,215,"Terrain de pétanque",01-10-2009,,,"LE BOURG",33910,COMMUNE DE SAINT MARTIN DE LAYE,COMMUNE DE SAINT MARTIN DE LAYE,,"Calcaire","Non éclairé",28,21,,,,,,,,,,,,,-0.219913,45.03724
ST MARTIAL                            ,,,5682,Tennis Club,201,"Court de tennis",23-09-2009,,,"AU CABOURG",33490,COMMUNE DE SAINT MARTIAL,COMMUNE DE SAINT MARTIAL,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-0.17680135,44.63043
ST MARTIAL                            ,,,5683,Foyer rural,507,"Foyer rural",23-09-2009,,,"LE BOURG",33490,COMMUNE DE SAINT MARTIAL,COMMUNE DE SAINT MARTIAL,,"Carrelage","Entrainement",12,8,7,,,,,,,,,,,,-0.17559187,44.63831
ST MARTIAL                            ,,,5681,Stade Municipal,200,"Terrain de football",23-09-2009,,,"LE BOURG",33490,COMMUNE DE SAINT MARTIAL,COMMUNE DE SAINT MARTIAL,,"Prairie","Entrainement",90,54,,,,,3,55,1,3,,,,,-0.17387567,44.637135
ST MARIENS                            ,,,8499,Maison des Associations,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"LE BOURG",33620,Commune,Commune,,,,,,,,,,,,,,,,,,,
ST MARIENS                            ,8499,Maison des Associations,2026,Salle Associative,510,"Maison des Associations",01-10-2009,,,"LE BOURG",33620,Commune,Commune,,"Carrelage","Entrainement",10,7,4,,,,,,,,,,,,-0.40407994,45.116543
ST MARIENS                            ,8499,Maison des Associations,2027,Salle Associative,510,"Maison des Associations",01-10-2009,,,"LE BOURG",33620,Commune,Commune,,"Carrelage","Entrainement",4,3,2,,,,,,,,,,,,-0.40410224,45.116478
ST MARIENS                            ,8499,Maison des Associations,2028,Salle Associative,510,"Maison des Associations",01-10-2009,,,"LE BOURG",33620,Commune,Commune,,"Carrelage","Entrainement",6,6,2,,,,,,,,,,,,-0.40343785,45.11693
ST MARIENS                            ,,,2022,Plateau Polyvalent,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LE BOURG",33620,CC,Commune,,"Béton poreux (Quick)","Non éclairé",35,17,,,,,,,,,,,,,-0.4033943,45.118107
