Annee,Region,id_departement,Departement,Cultures,Surfaces certifiées bio,Surfaces C1,Surfaces C2,Surfaces C3
2011,AQUITAINE,47,LOT-ET-GARONNE,PPAM,"9,42","0,4","0,55",0
2011,AQUITAINE,47,LOT-ET-GARONNE,Protéagineux,"532,3","19,33","285,86",0
2011,AQUITAINE,47,LOT-ET-GARONNE,STH,"1173,15","167,7","356,1",0
2011,AQUITAINE,47,LOT-ET-GARONNE,Vigne,"203,54","51,13","216,84","177,54"
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Autres,"325,65","35,28","47,55",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Céréales,"706,3","62,81","236,8",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Cultures fourragères,"1176,28","123,51","594,74",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Fruits,"111,92","7,03","28,15","4,78"
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Légumes frais,"126,25","17,41","19,32",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Légumes secs,"7,31",0,"0,88",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Oléagineux,"367,3","12,32","81,92",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,PPAM,"6,89",0,"0,01",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Protéagineux,"134,12","2,61","24,68",0
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,STH,"1771,28","136,92","261,95","1,73"
2011,AQUITAINE,64,PYRENEES-ATLANTIQUES,Vigne,"124,13","33,44","2,52","32,05"
