#,$id,broader_concept,Titre du du niveau,Commentaire (description) du titre du niveau,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,
lang,,,fr,fr,fr,fr,fr,fr,fr,fr,
url,skos:Concept,skos:broader,skos:prefLabel,skos:definition,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,
type,,url,string,string,string,string,string,string,string,string,
,#27-1-91,#27-1,Loumiet,Lieu-dit habité,"Aillas (Gironde, France) -- Loumiet",PAIHABIT0000000050826697,,"44,4639146570001, -0,0476518229999101",,,
,#27-1-92,#27-1,Les Maçons,Lieu-dit habité,"Aillas (Gironde, France) -- Les Maçons",PAIHABIT0000000050826289,,"44,471435597, -0,106974797999953",,,
,#27-1-93,#27-1,Le Tach,Lieu-dit habité,"Aillas (Gironde, France) -- Le Tach",PAIHABIT0000000050826240,,"44,4744940800001, -0,0529418569999507",,,
,#27-1-94,#27-1,Tuilerie de Léger,Lieu-dit habité,"Aillas (Gironde, France) -- Tuilerie de Léger",PAIHABIT0000000050826259,,"44,4719978780001, -0,0660489299999085",,,
,#27-1-95,#27-1,Purguette,Lieu-dit habité,"Aillas (Gironde, France) -- Purguette",PAIHABIT0000000279252311,,"44,472330281, -0,069739512999945",,,
,#27-1-96,#27-1,Churès,Lieu-dit habité,"Aillas (Gironde, France) -- Churès",PAIHABIT0000000279252313,,"44,4722744520001, -0,0588182609999421",,,
,#27-1-97,#27-1,Mesternaut,Lieu-dit habité,"Aillas (Gironde, France) -- Mesternaut",PAIHABIT0000000050826270,,"44,495190054, -0,0996354409999185",,,
,#27-1-98,#27-1,Dastis,Lieu-dit habité,"Aillas (Gironde, France) -- Dastis",PAIHABIT0000000050825752,,"44,5199141590001, -0,0446944139999346",,,
,#27-1-99,#27-1,Aubagnan,Lieu-dit non habité,"Aillas (Gironde, France) -- Aubagnan",PAIE_NAT0000000279252314,,"44,487424047, -0,0575720509999087",,,
,#27-10,#27,Bourdelles,Commune,"Bourdelles (Gironde, France)",COMMUNE00000000000001914,33066,"44.55333, 0.00028",33190,6448421,
,#27-10-1,#27-10,L'île de Coldefer,Lieu-dit habité,"Bourdelles (Gironde, France) -- L'île de Coldefer",PAIHABIT0000000050825054,,"44,5483992410001, 0,0119875100000399",,,
,#27-10-10,#27-10,Cazamont,Lieu-dit habité,"Bourdelles (Gironde, France) -- Cazamont",PAIHABIT0000000050824491,,"44,55907597, -0,0105782159999421",,,
,#27-10-11,#27-10,Martinon,Lieu-dit habité,"Bourdelles (Gironde, France) -- Martinon",PAIHABIT0000000050824434,,"44,560157663, 0,019189830000073",,,
,#27-10-12,#27-10,La Borie,Lieu-dit habité,"Bourdelles (Gironde, France) -- La Borie",PAIHABIT0000000050825051,,"44,557056915, 0,000667921000058414",,,
,#27-10-13,#27-10,Le Luc,Lieu-dit habité,"Bourdelles (Gironde, France) -- Le Luc",PAIHABIT0000000050824454,,"44,5649668650001, 0,00917450500008954",,,
,#27-10-14,#27-10,Verduzan,Lieu-dit habité,"Bourdelles (Gironde, France) -- Verduzan",PAIHABIT0000000050824465,,"44,5628567060001, -0,00162381899991715",,,
,#27-10-15,#27-10,La Vicière,Lieu-dit habité,"Bourdelles (Gironde, France) -- La Vicière",PAIHABIT0000000050824490,,"44,566357532, -0,013827441999922",,,
,#27-10-16,#27-10,Le Perey,Ruines,"Bourdelles (Gironde, France) -- Le Perey",PAIHABIT0000000050824489,,"44,5662413380001, -0,00831033299994033",,,
,#27-10-17,#27-10,Berry,Lieu-dit non habité,"Bourdelles (Gironde, France) -- Berry",PAIE_NAT0000000050696928,,"44,5527893750001, 0,0247659820000763",,,
,#27-10-18,#27-10,Mouret,Lieu-dit non habité,"Bourdelles (Gironde, France) -- Mouret",PAIE_NAT0000000050696719,,"44,5587525050001, 0,0106026240000574",,,
,#27-10-19,#27-10,La Pujade,Lieu-dit non habité,"Bourdelles (Gironde, France) -- La Pujade",PAIE_NAT0000000050696721,,"44,57197368, -0,012904937999906",,,
,#27-10-2,#27-10,Villotret,Lieu-dit habité,"Bourdelles (Gironde, France) -- Villotret",PAIHABIT0000000050825035,,"44,5481072200001, 0,0232843790000743",,,
,#27-10-20,#27-10,Aux Moines,Lieu-dit non habité,"Bourdelles (Gironde, France) -- Aux Moines",PAIE_NAT0000000050696929,,"44,556622012, 0,0141010570000617",,,
,#27-10-3,#27-10,Tiphon,Lieu-dit habité,"Bourdelles (Gironde, France) -- Tiphon",PAIHABIT0000000050825053,,"44,5528201340001, 0,00534937000008995",,,
,#27-10-4,#27-10,La Jante,Lieu-dit habité,"Bourdelles (Gironde, France) -- La Jante",PAIHABIT0000000050825084,,"44,5566213380001, -0,00670003699991639",,,
,#27-10-5,#27-10,Pauly,Lieu-dit habité,"Bourdelles (Gironde, France) -- Pauly",PAIHABIT0000000050825052,,"44,5526330610001, 0,0101128840000797",,,
,#27-10-6,#27-10,Gaillet,Lieu-dit habité,"Bourdelles (Gironde, France) -- Gaillet",PAIHABIT0000000050824455,,"44,5598253260001, -0,000327251999920009",,,
,#27-10-7,#27-10,Cangrand,Lieu-dit habité,"Bourdelles (Gironde, France) -- Cangrand",PAIHABIT0000000050825033,,"44,5553835890001, 0,018077475000041",,,
,#27-10-8,#27-10,La Bergère,Lieu-dit habité,"Bourdelles (Gironde, France) -- La Bergère",PAIHABIT0000000050824488,,"44,5646271630001, -0,0131250889999137",,,
,#27-10-9,#27-10,Le Grand Mayne,Lieu-dit habité,"Bourdelles (Gironde, France) -- Le Grand Mayne",PAIHABIT0000000050824472,,"44,5617423150001, 0,0145559200000776",,,
,#27-11,#27,Brannens,Commune,"Brannens (Gironde, France)",COMMUNE00000000000005584,33072,"44.5212, -0.1522",33124,6448424,
,#27-11-1,#27-11,Le Canon,Lieu-dit habité,"Brannens (Gironde, France) -- Le Canon",PAIHABIT0000000050825827,,"44,5233101210001, -0,143703990999939",,,
,#27-11-10,#27-11,Héourey,Lieu-dit habité,"Brannens (Gironde, France) -- Héourey",PAIHABIT0000000050825829,,"44,515662299, -0,142083272999912",,,
,#27-11-11,#27-11,Guiron,Lieu-dit habité,"Brannens (Gironde, France) -- Guiron",PAIHABIT0000000050825842,,"44,5125411710001, -0,15355249299995",,,
,#27-11-12,#27-11,Le Jard,Lieu-dit habité,"Brannens (Gironde, France) -- Le Jard",PAIHABIT0000000050825825,,"44,5245807330001, -0,144389309999951",,,
,#27-11-13,#27-11,Pichon,Lieu-dit habité,"Brannens (Gironde, France) -- Pichon",PAIHABIT0000000050825831,,"44,521848338, -0,137074235999933",,,
,#27-11-14,#27-11,Ricaillou,Lieu-dit habité,"Brannens (Gironde, France) -- Ricaillou",PAIHABIT0000000050825844,,"44,524082751, -0,162377966999941",,,
,#27-11-15,#27-11,La Brèze,Lieu-dit habité,"Brannens (Gironde, France) -- La Brèze",PAIHABIT0000000050825839,,"44,5156364200001, -0,147225522999918",,,
,#27-11-16,#27-11,La Carpenteyre,Lieu-dit habité,"Brannens (Gironde, France) -- La Carpenteyre",PAIHABIT0000000050825828,,"44,5247343980001, -0,135603720999939",,,
,#27-11-17,#27-11,Mayne Dalis,Lieu-dit habité,"Brannens (Gironde, France) -- Mayne Dalis",PAIHABIT0000000050825266,,"44,527272656, -0,153073117999952",,,
,#27-11-18,#27-11,Tarride,Lieu-dit habité,"Brannens (Gironde, France) -- Tarride",PAIHABIT0000000050825836,,"44,5130183790001, -0,136849383999959",,,
,#27-11-19,#27-11,Partarieu,Lieu-dit habité,"Brannens (Gironde, France) -- Partarieu",PAIHABIT0000000050825840,,"44,5252784570001, -0,150154577999956",,,
,#27-11-2,#27-11,Baylet,Lieu-dit habité,"Brannens (Gironde, France) -- Baylet",PAIHABIT0000000050825841,,"44,5246767240001, -0,153273210999942",,,
,#27-11-20,#27-11,Penaud,Lieu-dit habité,"Brannens (Gironde, France) -- Penaud",PAIHABIT0000000050825271,,"44,530661884, -0,170619740999939",,,
,#27-11-21,#27-11,Bern,Lieu-dit habité,"Brannens (Gironde, France) -- Bern",PAIHABIT0000000341028605,,"44,5257811240001, -0,166960355999947",,,
,#27-11-3,#27-11,Maillon,Lieu-dit habité,"Brannens (Gironde, France) -- Maillon",PAIHABIT0000000050825843,,"44,5163898170001, -0,151698585999952",,,
,#27-11-4,#27-11,La Monge,Lieu-dit habité,"Brannens (Gironde, France) -- La Monge",PAIHABIT0000000050825859,,"44,514496551, -0,155840015999956",,,
,#27-11-5,#27-11,Roussinon,Lieu-dit habité,"Brannens (Gironde, France) -- Roussinon",PAIHABIT0000000050825845,,"44,5213194, -0,165210264999928",,,
,#27-11-6,#27-11,Le Bourdieu,Lieu-dit habité,"Brannens (Gironde, France) -- Le Bourdieu",PAIHABIT0000000050825858,,"44,5191448160001, -0,158347574999937",,,
,#27-11-7,#27-11,Poulit,Lieu-dit habité,"Brannens (Gironde, France) -- Poulit",PAIHABIT0000000050825225,,"44,529477747, -0,140706059999957",,,
,#27-11-8,#27-11,Jean Dodine,Lieu-dit habité,"Brannens (Gironde, France) -- Jean Dodine",PAIHABIT0000000050825280,,"44,5261638390001, -0,171765084999947",,,
,#27-11-9,#27-11,Tartas,Lieu-dit habité,"Brannens (Gironde, France) -- Tartas",PAIHABIT0000000050825254,,"44,5261524380001, -0,156834112999945",,,
,#27-12,#27,Brouqueyran,Commune,"Brouqueyran (Gironde, France)",COMMUNE00000000000002721,33074,"44.48389, -0.175",33124,6448426,
,#27-12-1,#27-12,Péré,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Péré",PAIHABIT0000000050826347,,"44,4916362550001, -0,189557140999909",,,
,#27-12-10,#27-12,Le Basque,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Basque",PAIHABIT0000000050826339,,"44,4932592050001, -0,180000900999914",,,
,#27-12-11,#27-12,Candale,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Candale",PAIHABIT0000000050825893,,"44,5072954610001, -0,189003742999944",,,
,#27-12-12,#27-12,Berthoumilot,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Berthoumilot",PAIHABIT0000000050825890,,"44,4958545060001, -0,190802331999919",,,
,#27-12-13,#27-12,Le Petit Verdure,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Petit Verdure",PAIHABIT0000000050826328,,"44,482978131, -0,18145213899993",,,
,#27-12-14,#27-12,Coulomb,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Coulomb",PAIHABIT0000000050826331,,"44,4871245370001, -0,185030877999907",,,
,#27-12-15,#27-12,Naudin,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Naudin",PAIHABIT0000000050826348,,"44,4904929080001, -0,194257780999919",,,
,#27-12-16,#27-12,France,Lieu-dit habité,"Brouqueyran (Gironde, France) -- France",PAIHABIT0000000050826318,,"44,4865863730001, -0,162948454999935",,,
,#27-12-17,#27-12,Machelarique,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Machelarique",PAIHABIT0000000050826353,,"44,486048285, -0,189193840999906",,,
,#27-12-18,#27-12,L'Aubarède,Lieu-dit habité,"Brouqueyran (Gironde, France) -- L'aubarède",PAIHABIT0000000050826345,,"44,4908927400001, -0,192553527999962",,,
,#27-12-19,#27-12,Le Grand Verdure,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Grand Verdure",PAIHABIT0000000050826344,,"44,483118001, -0,189426111999921",,,
,#27-12-2,#27-12,Les Arramounets,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Les Arramounets",PAIHABIT0000000050825891,,"44,5019264710001, -0,190070269999922",,,
,#27-12-20,#27-12,Le Béchit,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Béchit",PAIHABIT0000000050826333,,"44,4948285180001, -0,184157447999951",,,
,#27-12-21,#27-12,Hauron,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Hauron",PAIHABIT0000000050825881,,"44,503190407, -0,189108088999944",,,
,#27-12-22,#27-12,Le Garet,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Garet",PAIHABIT0000000050825895,,"44,497138502, -0,190143510999917",,,
,#27-12-23,#27-12,Les Arnaudes,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Les Arnaudes",PAIHABIT0000000050825876,,"44,4986876200001, -0,183802236999952",,,
,#27-12-24,#27-12,Ferrand,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Ferrand",PAIHABIT0000000050826341,,"44,4859537630001, -0,179209625999931",,,
,#27-12-25,#27-12,Le Peyre,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Peyre",PAIHABIT0000000050826329,,"44,487347684, -0,170976572999962",,,
,#27-12-26,#27-12,Pillé,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Pillé",PAIHABIT0000000050826334,,"44,4893909830001, -0,175266036999915",,,
,#27-12-27,#27-12,Arnauton,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Arnauton",PAIHABIT0000000050826309,,"44,4841512080001, -0,158830314999932",,,
,#27-12-28,#27-12,L'Estanguet,Lieu-dit habité,"Brouqueyran (Gironde, France) -- L'Estanguet",PAIHABIT0000000279252307,,"44,4808038680001, -0,161640682999916",,,
,#27-12-29,#27-12,Château du Mirail,Château,"Brouqueyran (Gironde, France) -- Château du Mirail",PAIHABIT0000000050826327,,"44,481095521, -0,173688665999919",,,
,#27-12-3,#27-12,Le Chapitre,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Chapitre",PAIHABIT0000000050826346,,"44,4942107410001, -0,191471005999915",,,
,#27-12-4,#27-12,Pinton,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Pinton",PAIHABIT0000000050825894,,"44,4980507760001, -0,188412571999947",,,
,#27-12-5,#27-12,Le Petit Basque,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Le Petit Basque",PAIHABIT0000000050826332,,"44,4819173260001, -0,168421731999956",,,
,#27-12-6,#27-12,Mégnet,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Mégnet",PAIHABIT0000000050825880,,"44,5000449990001, -0,190111290999937",,,
,#27-12-7,#27-12,Mions,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Mions",PAIHABIT0000000050826317,,"44,4792469850001, -0,164406283999938",,,
,#27-12-8,#27-12,Nanot,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Nanot",PAIHABIT0000000050826326,,"44,486722764, -0,182939176999923",,,
,#27-12-9,#27-12,Carpet,Lieu-dit habité,"Brouqueyran (Gironde, France) -- Carpet",PAIHABIT0000000050826343,,"44,4843930530001, -0,19309110599994",,,
,#27-13,#27,Camiran,Commune,"Camiran (Gironde, France)",COMMUNE00000000000032111,33087,"44.6283, -0.0694",33190,6448436,
,#27-13-1,#27-13,Clément,Lieu-dit habité,"Camiran (Gironde, France) -- Clément",PAIHABIT0000000050823166,,"44,638819438, -0,0730580809999424",,,
,#27-13-10,#27-13,Les Marès,Lieu-dit habité,"Camiran (Gironde, France) -- Les Marès",PAIHABIT0000000050823152,,"44,633003929, -0,0562879199999315",,,
,#27-13-11,#27-13,Jean de Marie,Lieu-dit habité,"Camiran (Gironde, France) -- Jean de Marie",PAIHABIT0000000050823176,,"44,628759168, -0,0788631889999465",,,
,#27-13-12,#27-13,Les Faures,Lieu-dit habité,"Camiran (Gironde, France) -- Les Faures",PAIHABIT0000000050823150,,"44,630705768, -0,0606132369999273",,,
,#27-13-13,#27-13,Les Henriets,Lieu-dit habité,"Camiran (Gironde, France) -- Les Henriets",PAIHABIT0000000050823146,,"44,6325506680001, -0,0502575559999059",,,
,#27-13-14,#27-13,Noël,Lieu-dit habité,"Camiran (Gironde, France) -- Noël",PAIHABIT0000000050823164,,"44,6350678970001, -0,0824733899999615",,,
,#27-13-15,#27-13,Le Bouleytreau,Lieu-dit habité,"Camiran (Gironde, France) -- Le Bouleytreau",PAIHABIT0000000050823158,,"44,6264843650001, -0,0668710939999073",,,
,#27-13-16,#27-13,Le Fagnard,Lieu-dit habité,"Camiran (Gironde, France) -- Le Fagnard",PAIHABIT0000000279252312,,"44,630213714, -0,0728916319999371",,,
,#27-13-17,#27-13,Labarthe,Quartier,"Camiran (Gironde, France) -- Labarthe",PAIHABIT0000000050823175,,"44,6202141810001, -0,0758369509999284",,,
,#27-13-18,#27-13,Bourry,Lieu-dit non habité,"Camiran (Gironde, France) -- Bourry",PAIE_NAT0000000050696358,,"44,6286020250001, -0,0568061899999179",,,
,#27-13-19,#27-13,Bois de Gadras,Bois,"Camiran (Gironde, France) -- Bois de Gadras",PAIE_NAT0000000050696216,,"44,6471263190001, -0,0713353859999302",,,
,#27-13-2,#27-13,Le Peytreau,Lieu-dit habité,"Camiran (Gironde, France) -- Le Peytreau",PAIHABIT0000000050823173,,"44,6290982240001, -0,0711780449999537",,,
,#27-13-3,#27-13,Ruisseau Mort,Lieu-dit habité,"Camiran (Gironde, France) -- Ruisseau Mort",PAIHABIT0000000050823148,,"44,6329195580001, -0,0609971689999611",,,
,#27-13-4,#27-13,Les Fillières,Lieu-dit habité,"Camiran (Gironde, France) -- Les Fillières",PAIHABIT0000000050823174,,"44,622605412, -0,0730798449999384",,,
,#27-13-5,#27-13,Les Agates,Lieu-dit habité,"Camiran (Gironde, France) -- Les Agates",PAIHABIT0000000050823157,,"44,635847486, -0,0686702299999524",,,
,#27-13-6,#27-13,Grand Baron,Lieu-dit habité,"Camiran (Gironde, France) -- Grand Baron",PAIHABIT0000000050823147,,"44,6420981620001, -0,0667580849999467",,,
,#27-13-7,#27-13,Gales,Lieu-dit habité,"Camiran (Gironde, France) -- Gales",PAIHABIT0000000050823163,,"44,6246656870001, -0,0796563949999154",,,
,#27-13-8,#27-13,Baron,Lieu-dit habité,"Camiran (Gironde, France) -- Baron",PAIHABIT0000000050823149,,"44,63757473, -0,0645737209999311",,,
,#27-13-9,#27-13,Aux Verriers,Lieu-dit habité,"Camiran (Gironde, France) -- Aux Verriers",PAIHABIT0000000050823165,,"44,6246053930001, -0,0774870079999346",,,
,#27-14,#27,Caplong,Commune,"Caplong (Gironde, France)",COMMUNE00000000000011261,33094,"44.77722, 0.13778",33220,6455061,
,#27-14-1,#27-14,Les Beaudets,Lieu-dit habité,"Caplong (Gironde, France) -- Les Beaudets",PAIHABIT0000000050818762,,"44,7733902830001, 0,131411791000062",,,
,#27-14-10,#27-14,Aux Marias,Lieu-dit habité,"Caplong (Gironde, France) -- Aux Marias",PAIHABIT0000000050818725,,"44,768566375, 0,17084553300009",,,
,#27-14-11,#27-14,Savariaux,Lieu-dit habité,"Caplong (Gironde, France) -- Savariaux",PAIHABIT0000000050818736,,"44,776265654, 0,15204110600007",,,
,#27-14-12,#27-14,La Vallée,Lieu-dit habité,"Caplong (Gironde, France) -- La Vallée",PAIHABIT0000000050818744,,"44,7784276120001, 0,148950282000044",,,
,#27-14-13,#27-14,Aux Jares,Lieu-dit habité,"Caplong (Gironde, France) -- Aux Jares",PAIHABIT0000000050819852,,"44,7600112020001, 0,138631558000043",,,
,#27-14-14,#27-14,Le Goulet,Lieu-dit habité,"Caplong (Gironde, France) -- Le Goulet",PAIHABIT0000000050819856,,"44,7559266550001, 0,142719727000042",,,
,#27-14-15,#27-14,Roubeyrac,Lieu-dit habité,"Caplong (Gironde, France) -- Roubeyrac",PAIHABIT0000000050819848,,"44,760973827, 0,149973019000072",,,
,#27-14-16,#27-14,Les Genets,Lieu-dit habité,"Caplong (Gironde, France) -- Les Genets",PAIHABIT0000000050818729,,"44,7808262030001, 0,151067546000093",,,
,#27-14-17,#27-14,Les Ricaudelles,Lieu-dit habité,"Caplong (Gironde, France) -- Les Ricaudelles",PAIHABIT0000000050818735,,"44,772079288, 0,149627594000094",,,
,#27-14-18,#27-14,Chantegris,Lieu-dit habité,"Caplong (Gironde, France) -- Chantegris",PAIHABIT0000000050819861,,"44,7630613370001, 0,132765720000066",,,
,#27-14-19,#27-14,Aux Eymeries,Lieu-dit habité,"Caplong (Gironde, France) -- Aux Eymeries",PAIHABIT0000000050818731,,"44,7736611020001, 0,140041418000067",,,
,#27-14-2,#27-14,La Grand-Croix,Lieu-dit habité,"Caplong (Gironde, France) -- La Grand-Croix",PAIHABIT0000000050818719,,"44,779751531, 0,164524838000091",,,
,#27-14-20,#27-14,Les Châtaigniers,Lieu-dit habité,"Caplong (Gironde, France) -- Les Châtaigniers",PAIHABIT0000000050818753,,"44,7721853130001, 0,140490851000038",,,
,#27-14-21,#27-14,Le Seuil,Lieu-dit habité,"Caplong (Gironde, France) -- Le Seuil",PAIHABIT0000000050819846,,"44,7612979750001, 0,146361657000057",,,
,#27-14-22,#27-14,Falot,Lieu-dit habité,"Caplong (Gironde, France) -- Falot",PAIHABIT0000000050819832,,"44,762961869, 0,161754940000094",,,
,#27-14-23,#27-14,Les Pierres,Lieu-dit habité,"Caplong (Gironde, France) -- Les Pierres",PAIHABIT0000000050818732,,"44,7762600680001, 0,149476332000063",,,
,#27-14-24,#27-14,Maugarny,Lieu-dit habité,"Caplong (Gironde, France) -- Maugarny",PAIHABIT0000000050819829,,"44,7556456620001, 0,153956451000056",,,
,#27-14-25,#27-14,Rue Neuve,Lieu-dit habité,"Caplong (Gironde, France) -- Rue Neuve",PAIHABIT0000000050818737,,"44,780605564, 0,148093518000053",,,
,#27-14-26,#27-14,La Roque,Lieu-dit habité,"Caplong (Gironde, France) -- La Roque",PAIHABIT0000000050818760,,"44,7693325060001, 0,130990274000055",,,
,#27-14-27,#27-14,La Mauberte,Lieu-dit habité,"Caplong (Gironde, France) -- La Mauberte",PAIHABIT0000000050819831,,"44,7635487220001, 0,158220043000085",,,
,#27-14-28,#27-14,Au Breuil,Lieu-dit habité,"Caplong (Gironde, France) -- Au Breuil",PAIHABIT0000000050818747,,"44,77899554, 0,151732047000053",,,
,#27-14-29,#27-14,Bel-Air,Lieu-dit habité,"Caplong (Gironde, France) -- Bel-Air",PAIHABIT0000000050818708,,"44,7752093950001, 0,16231414400005",,,
,#27-14-3,#27-14,Bellevue,Lieu-dit habité,"Caplong (Gironde, France) -- Bellevue",PAIHABIT0000000050818705,,"44,777572186, 0,160756750000076",,,
,#27-14-30,#27-14,Les Jobelets,Lieu-dit habité,"Caplong (Gironde, France) -- Les Jobelets",PAIHABIT0000000050818734,,"44,7678880880001, 0,152456588000064",,,
,#27-14-31,#27-14,Le Bigorre,Lieu-dit habité,"Caplong (Gironde, France) -- Le Bigorre",PAIHABIT0000000050819839,,"44,7657051040001, 0,162177944000064",,,
,#27-14-32,#27-14,Coiraud,Lieu-dit habité,"Caplong (Gironde, France) -- Coiraud",PAIHABIT0000000050819826,,"44,7538079650001, 0,156591982000066",,,
,#27-14-33,#27-14,Les Gauries,Lieu-dit habité,"Caplong (Gironde, France) -- Les Gauries",PAIHABIT0000000050819828,,"44,7557578600001, 0,165570192000075",,,
,#27-14-34,#27-14,Le Matha,Lieu-dit habité,"Caplong (Gironde, France) -- Le Matha",PAIHABIT0000000050819850,,"44,7668887730001, 0,147859753000091",,,
,#27-14-35,#27-14,Les Terrasses,Ruines,"Caplong (Gironde, France) -- Les Terrasses",PAIHABIT0000000050818746,,"44,7817093750001, 0,142960023000057",,,
,#27-14-36,#27-14,Les Charbonnières,Lieu-dit non habité,"Caplong (Gironde, France) -- Les Charbonnières",PAIE_NAT0000000050695912,,"44,7614904710001, 0,166989552000075",,,
,#27-14-37,#27-14,Aux Sourderies,Lieu-dit non habité,"Caplong (Gironde, France) -- Aux Sourderies",PAIE_NAT0000000050695820,,"44,7799495260001, 0,158151152000073",,,
,#27-14-38,#27-14,Les Brandes,Lieu-dit non habité,"Caplong (Gironde, France) -- Les Brandes",PAIE_NAT0000000050695819,,"44,7700849490001, 0,161604036000085",,,
,#27-14-4,#27-14,Le Canton,Lieu-dit habité,"Caplong (Gironde, France) -- Le Canton",PAIHABIT0000000050818709,,"44,7750962140001, 0,156387994000056",,,
,#27-14-5,#27-14,La Beurthe,Lieu-dit habité,"Caplong (Gironde, France) -- La Beurthe",PAIHABIT0000000050819862,,"44,7649287720001, 0,131681597000068",,,
,#27-14-6,#27-14,Les Rouleauds,Lieu-dit habité,"Caplong (Gironde, France) -- Les Rouleauds",PAIHABIT0000000050819851,,"44,763260302, 0,138719132000063",,,
,#27-14-7,#27-14,Beyssade,Lieu-dit habité,"Caplong (Gironde, France) -- Beyssade",PAIHABIT0000000050819830,,"44,757402137, 0,154507343000091",,,
,#27-14-8,#27-14,La Levaille,Lieu-dit habité,"Caplong (Gironde, France) -- La Levaille",PAIHABIT0000000050819827,,"44,7604968330001, 0,154512600000089",,,
,#27-14-9,#27-14,Le Tertre,Lieu-dit habité,"Caplong (Gironde, France) -- Le Tertre",PAIHABIT0000000050818733,,"44,7754827150001, 0,133451413000046",,,
,#27-15,#27,Casseuil,Commune,"Casseuil (Gironde, France)",COMMUNE00000000000019186,33102,"44.58528, -0.11444",33190,6432172,
,#27-15-1,#27-15,Le Tucot,Lieu-dit habité,"Casseuil (Gironde, France) -- Le Tucot",PAIHABIT0000000050823880,,"44,5911905360001, -0,119202270999949",,,
,#27-15-10,#27-15,Vignerac,Lieu-dit habité,"Casseuil (Gironde, France) -- Vignerac",PAIHABIT0000000050823872,,"44,597347949, -0,125088642999913",,,
,#27-15-11,#27-15,Clavet,Lieu-dit habité,"Casseuil (Gironde, France) -- Clavet",PAIHABIT0000000050824581,,"44,5849729180001, -0,130828755999914",,,
,#27-15-12,#27-15,Pudris,Lieu-dit habité,"Casseuil (Gironde, France) -- Pudris",PAIHABIT0000000050823851,,"44,587683412, -0,102945065999961",,,
,#27-15-13,#27-15,Montalban,Lieu-dit habité,"Casseuil (Gironde, France) -- Montalban",PAIHABIT0000000050823885,,"44,5859732320001, -0,123947781999959",,,
,#27-15-14,#27-15,Les Menaudes,Lieu-dit habité,"Casseuil (Gironde, France) -- Les Menaudes",PAIHABIT0000000050823879,,"44,603268029, -0,112615293999909",,,
,#27-15-15,#27-15,Ballereau,Lieu-dit habité,"Casseuil (Gironde, France) -- Ballereau",PAIHABIT0000000050823881,,"44,5944830780001, -0,113981404999947",,,
,#27-15-16,#27-15,Graveron,Lieu-dit habité,"Casseuil (Gironde, France) -- Graveron",PAIHABIT0000000050823876,,"44,5903962240001, -0,121295424999914",,,
,#27-15-17,#27-15,Monfort,Lieu-dit habité,"Casseuil (Gironde, France) -- Monfort",PAIHABIT0000000050823850,,"44,5912127400001, -0,102003251999918",,,
,#27-15-18,#27-15,Le Castéra,Lieu-dit habité,"Casseuil (Gironde, France) -- Le Castéra",PAIHABIT0000000050824564,,"44,584239241, -0,116984812999931",,,
,#27-15-19,#27-15,Pireau,Lieu-dit habité,"Casseuil (Gironde, France) -- Pireau",PAIHABIT0000000050823884,,"44,5950900390001, -0,110570093999911",,,
,#27-15-2,#27-15,Le Roc,Lieu-dit habité,"Casseuil (Gironde, France) -- Le Roc",PAIHABIT0000000050824566,,"44,585028407, -0,110244630999944",,,
,#27-15-20,#27-15,La Tuilerie,Lieu-dit habité,"Casseuil (Gironde, France) -- La Tuilerie",PAIHABIT0000000050824560,,"44,5857318640001, -0,0964005589999601",,,
,#27-15-21,#27-15,Pas Saint-Georges,Lieu-dit habité,"Casseuil (Gironde, France) -- Pas Saint-Georges",PAIHABIT0000000050824585,,"44,583689522, -0,128682445999914",,,
,#27-15-22,#27-15,Le Paradis,Lieu-dit habité,"Casseuil (Gironde, France) -- Le Paradis",PAIHABIT0000000050823877,,"44,588040204, -0,122061436999957",,,
,#27-15-23,#27-15,Chantemerle,Lieu-dit habité,"Casseuil (Gironde, France) -- Chantemerle",PAIHABIT0000000050823866,,"44,5862201140001, -0,107212765999918",,,
